station_id,host_city_canonical,valid_date,avg_temp_c,max_temp_c,min_temp_c,cdd_c,hdd_c,precip_hundredths_mm,avg_rh_pct
K3J7,Atlanta,2022-07-07,26.5,32.6,20.9,8.9301,0.0,2685.0,84.0825
K3J7,Atlanta,2022-07-08,27.6,33.3,22.3,9.17,0.0,139.7,81.0626
K3J7,Atlanta,2022-07-09,24.4,27.6,20.7,6.17,0.0,4506.7,92.8133
K3J7,Atlanta,2022-07-10,25.6,30.2,22.2,7.9001,0.0,394.9,88.6584
K3J7,Atlanta,2022-07-11,22.7,26.4,19.5,4.7634,0.0,-1.0,88.7808
K3J7,Atlanta,2022-07-12,23.9,27.3,20.7,5.4432,0.0,95.7,85.9409
K3J7,Atlanta,2022-07-13,25.5,31.4,20.5,7.4399,0.0,929.7,85.6548
K3J7,Atlanta,2022-07-14,25.4,29.1,20.8,6.7367,0.0,109.8,84.1698
K3J7,Atlanta,2022-07-15,25.7,32.5,20.1,7.9001,0.0,-1.0,74.134
K3J7,Atlanta,2022-07-16,25.2,30.5,19.6,6.3365,0.0,-1.0,77.9382
K3J7,Atlanta,2022-07-17,26.8,31.8,20.7,8.2517,0.0,-1.0,72.9402
K3J7,Atlanta,2022-07-18,26.3,31.0,20.7,7.9768,0.0,-1.0,75.0108
K3J7,Atlanta,2022-07-19,24.6,30.2,20.2,6.7367,0.0,494.0,73.9017
K3J7,Atlanta,2022-07-20,25.7,31.1,20.9,7.3632,0.0,974.6,85.113
K3J7,Atlanta,2022-07-21,26.2,30.9,20.9,7.9001,0.0,1312.2,80.2197
K3J7,Atlanta,2022-07-22,26.5,31.3,21.6,7.8432,0.0,18.9,84.8334
K3J7,Atlanta,2022-07-23,27.3,31.5,21.6,8.5833,0.0,-1.0,74.2754
K3J7,Atlanta,2022-07-24,27.2,32.5,21.9,8.4099,0.0,-1.0,72.0
K3J7,Atlanta,2022-07-25,26.5,30.6,22.0,8.0883,0.0,101.0,77.0814
K3J7,Atlanta,2022-07-26,26.3,31.5,21.6,8.0066,0.0,-1.0,75.3399
K3J7,Atlanta,2022-07-27,27.3,32.5,22.2,9.17,0.0,-1.0,69.7915
K3J7,Atlanta,2022-07-28,27.4,33.1,21.7,9.6285,0.0,-1.0,69.58
K3J7,Atlanta,2022-07-29,27.6,32.5,23.3,9.3799,0.0,-1.0,71.736
K3J7,Atlanta,2022-07-30,27.1,31.7,22.2,8.4099,0.0,1500.3,88.6006
K3J7,Atlanta,2022-07-31,27.4,32.4,22.1,8.4099,0.0,-1.0,77.5377
K3J7,Atlanta,2022-08-01,26.3,30.5,21.1,7.9001,0.0,362.0,76.959
K3J7,Atlanta,2022-08-02,26.8,31.7,22.3,8.2365,0.0,-1.0,79.1622
K3J7,Atlanta,2022-08-03,26.0,32.1,20.4,7.3632,0.0,455.4,80.2445
K3J7,Atlanta,2022-08-04,25.6,30.7,20.0,6.8832,0.0,1814.4,80.883
K3J7,Atlanta,2022-08-05,26.9,31.7,22.2,9.1035,0.0,159.3,75.8207
K3J7,Atlanta,2022-08-06,26.7,30.9,22.3,8.5785,0.0,313.0,81.0186
K3J7,Atlanta,2022-08-07,25.7,31.4,21.2,7.2865,0.0,294.8,80.6361
K3J7,Atlanta,2022-08-08,26.2,32.0,21.3,8.4151,0.0,84.6,80.9683
K3J7,Atlanta,2022-08-09,26.3,31.2,21.4,7.67,0.0,23.4,80.1603
K3J7,Atlanta,2022-08-10,25.8,29.6,21.0,7.2417,0.0,-1.0,83.1432
K3J7,Atlanta,2022-08-11,24.8,28.7,20.6,6.3365,0.0,48.0,84.19
K3J7,Atlanta,2022-08-12,26.5,30.5,20.5,7.9001,0.0,4.0,81.4412
K3J7,Atlanta,2022-08-13,23.5,27.7,20.1,5.7267,0.0,-1.0,79.407
K3J7,Atlanta,2022-08-14,24.3,29.5,18.1,5.4999,0.0,-1.0,67.3456
K3J7,Atlanta,2022-08-15,25.6,30.8,19.8,7.2417,0.0,-1.0,74.5866
K3J7,Atlanta,2022-08-16,23.5,28.2,20.5,5.4999,0.0,-1.0,89.3422
K3J7,Atlanta,2022-08-17,22.8,25.8,20.2,4.5299,0.0,-1.0,92.4324
K3J7,Atlanta,2022-08-18,24.4,27.7,20.5,5.7834,0.0,-1.0,81.5958
K3J7,Atlanta,2022-08-19,23.3,25.8,21.5,5.3251,0.0,594.9,88.8525
K3J7,Atlanta,2022-08-20,25.9,30.7,20.7,7.8234,0.0,-1.0,78.2208
K3J7,Atlanta,2022-08-21,25.1,30.3,19.6,6.6033,0.0,3665.2,79.8039
K3J7,Atlanta,2022-08-22,24.0,27.2,22.1,6.2317,0.0,100.1,87.42
K3J7,Atlanta,2022-08-23,24.7,29.2,20.5,6.4032,0.0,-1.0,87.3528
K3J7,Atlanta,2022-08-24,24.3,28.0,20.7,5.8615,0.0,-1.0,88.577
K3J7,Atlanta,2022-08-25,22.3,25.4,20.0,4.2117,0.0,1397.0,90.9404
K3J7,Atlanta,2022-08-26,25.8,29.8,21.0,7.0266,0.0,-1.0,83.68
K3J7,Atlanta,2022-08-27,26.1,31.7,20.5,7.9249,0.0,-1.0,77.78
K3J7,Atlanta,2022-08-28,25.5,31.4,20.5,7.5166,0.0,-1.0,73.2006
K3J7,Atlanta,2022-08-29,25.5,31.5,20.2,7.3851,0.0,18.0,78.7644
K3J7,Atlanta,2022-08-30,27.0,30.9,22.4,8.2517,0.0,61.6,79.2878
K3J7,Atlanta,2022-08-31,27.0,32.1,21.2,8.5785,0.0,292.6,79.2749
K3J7,Atlanta,2022-09-01,26.3,32.4,19.8,7.9768,0.0,-1.0,74.0826
K3J7,Atlanta,2022-09-02,24.9,29.1,20.1,6.1083,0.0,-1.0,85.63
K3J7,Atlanta,2022-09-03,26.4,30.5,21.9,7.5166,0.0,31.9,82.863
K3J7,Atlanta,2022-09-04,24.5,26.9,21.0,5.4432,0.0,1152.0,89.7831
K3J7,Atlanta,2022-09-05,24.9,28.8,20.5,6.8034,0.0,2648.7,86.8182
K3J7,Atlanta,2022-09-06,25.1,29.5,19.7,6.9368,0.0,58.5,83.1129
K3J7,Atlanta,2022-09-07,24.6,30.5,20.1,6.8034,0.0,11.7,78.2346
K3J7,Atlanta,2022-09-08,22.9,27.8,17.5,4.9035,0.0,95.7,84.05
K3J7,Atlanta,2022-09-09,22.8,24.5,19.6,4.0032,0.0,-1.0,81.477
K3J7,Atlanta,2022-09-10,21.0,23.5,19.6,3.2334,0.0,151.8,89.9203
K3J7,Atlanta,2022-09-11,24.4,26.7,20.6,5.4999,0.0,13.2,86.2204
K3J7,Atlanta,2022-09-12,24.1,28.0,20.5,6.4785,0.0,27.5,83.9322
K3J7,Atlanta,2022-09-13,20.9,26.4,14.8,2.2351,0.0,-1.0,67.2966
K3J7,Atlanta,2022-09-14,20.8,28.4,13.8,2.6166,0.0,-1.0,72.7503
K3J7,Atlanta,2022-09-15,21.9,26.7,15.6,3.2017,0.0,-1.0,68.68
K3J7,Atlanta,2022-09-16,21.2,27.5,15.5,2.8035,0.0,-1.0,70.599
K3J7,Atlanta,2022-09-17,22.4,27.8,15.7,3.7801,0.0,-1.0,69.2355
K3J7,Atlanta,2022-09-18,21.7,27.8,15.9,3.4865,0.0,-1.0,76.4065
K3J7,Atlanta,2022-09-19,23.3,29.5,16.7,5.0666,0.0,-1.0,73.3669
K3J7,Atlanta,2022-09-20,24.4,31.8,16.5,6.17,0.0,-1.0,65.4291
K3J7,Atlanta,2022-09-21,25.0,32.4,17.6,6.6033,0.0,-1.0,61.3107
K3J7,Atlanta,2022-09-22,26.1,34.3,18.1,7.9768,0.0,90.0,66.9832
K3J7,Atlanta,2022-09-23,19.1,25.5,13.3,1.2051,0.0,-1.0,53.4105
K3J7,Atlanta,2022-09-24,18.1,25.7,10.3,0.0,0.3135,-1.0,54.0144
K3J7,Atlanta,2022-09-25,20.7,27.1,13.9,2.2134,0.0,-1.0,67.1874
K3J7,Atlanta,2022-09-26,22.1,26.5,16.5,3.8168,0.0,-1.0,59.9435
K3J7,Atlanta,2022-09-27,18.4,26.0,9.5,0.0,0.3135,-1.0,46.97
K3J7,Atlanta,2022-09-28,15.1,21.4,9.2,0.0,3.1635,-1.0,49.8066
K3J7,Atlanta,2022-09-29,17.2,22.7,10.5,0.0,1.3965,-1.0,51.9635
K3J7,Atlanta,2022-09-30,17.7,20.8,14.8,0.0,0.3267,-1.0,55.17
K3J7,Atlanta,2022-10-01,18.8,24.8,13.1,0.6432,0.0,-1.0,65.2056
K3J7,Atlanta,2022-10-02,17.1,25.3,10.5,0.0,0.8051,-1.0,66.01
K3J7,Atlanta,2022-10-03,16.4,22.9,10.5,0.0,1.8849,-1.0,67.0464
K3J7,Atlanta,2022-10-04,17.0,23.3,9.7,0.0,1.8666,-1.0,65.5332
K3J7,Atlanta,2022-10-05,16.1,25.2,7.5,0.0,1.7568,-1.0,54.6304
K3J7,Atlanta,2022-10-06,18.4,26.9,10.4,0.1768,0.0,-1.0,52.8972
K3J7,Atlanta,2022-10-07,19.3,27.6,10.0,0.6499,0.0,-1.0,50.9698
K3J7,Atlanta,2022-10-08,19.4,26.2,13.0,1.2285,0.0,-1.0,55.4202
K3J7,Atlanta,2022-10-09,15.6,20.6,9.9,0.0,2.7451,-1.0,65.65
K3J7,Atlanta,2022-10-10,17.3,24.7,9.0,0.0,1.3433,-1.0,68.2478
K3J7,Atlanta,2022-10-11,18.9,26.4,12.4,0.6767,0.0,-1.0,69.7368
K3J7,Atlanta,2022-10-12,21.4,25.5,18.5,3.0115,0.0,2229.7,80.1999
K3J7,Atlanta,2022-10-13,19.6,23.6,16.2,1.6533,0.0,1776.5,86.0064
K3J7,Atlanta,2022-10-14,15.1,23.3,6.6,0.0,3.2967,-1.0,52.37
K3J7,Atlanta,2022-10-15,17.7,26.9,7.9,0.0,0.83,-1.0,54.8046
K3J7,Atlanta,2022-10-16,18.8,27.6,9.6,0.6968,0.0,-1.0,55.6715
K3J7,Atlanta,2022-10-17,20.0,25.7,15.1,2.2134,0.0,-1.0,57.9942
K3J7,Atlanta,2022-10-18,11.7,19.5,5.3,0.0,6.0768,-1.0,45.8388
K3J7,Atlanta,2022-10-19,8.3,15.7,0.1,0.0,10.8465,-1.0,55.1054
K3J7,Atlanta,2022-10-20,8.7,17.2,0.3,0.0,9.5351,-1.0,49.4194
K3J7,Atlanta,2022-10-21,10.9,21.5,1.2,0.0,7.33,-1.0,47.3892
K3J7,Atlanta,2022-10-22,12.2,21.9,3.1,0.0,6.0049,-1.0,44.6782
K3J7,Atlanta,2022-10-23,15.7,23.9,7.4,0.0,2.8583,-1.0,49.2723
K3J7,Atlanta,2022-10-24,16.0,25.5,7.5,0.0,2.3766,-1.0,59.5752
K3J7,Atlanta,2022-10-25,16.5,25.0,8.8,0.0,1.3433,0.9,59.2218
K3J7,Atlanta,2022-10-26,17.1,21.3,13.6,0.0,0.8383,-1.0,66.01
K3J7,Atlanta,2022-10-27,15.5,21.7,8.6,0.0,2.6885,-1.0,67.5989
K3J7,Atlanta,2022-10-28,16.6,21.9,11.1,0.0,1.7934,-1.0,62.4486
K3J7,Atlanta,2022-10-29,13.1,15.7,10.6,0.0,4.6368,-1.0,71.6636
K3J7,Atlanta,2022-10-30,13.8,14.4,12.7,0.0,4.5885,-1.0,93.456
K3J7,Atlanta,2022-10-31,18.1,23.2,14.3,0.1717,0.0,162.9,92.24
K3J7,Atlanta,2022-11-01,16.9,22.3,11.0,0.0,1.8666,-1.0,81.5142
K3J7,Atlanta,2022-11-02,17.5,22.8,13.0,0.0,0.3432,72.9,73.9035
K3J7,Atlanta,2022-11-03,16.5,21.8,10.9,0.0,1.8483,-1.0,76.21
K3J7,Atlanta,2022-11-04,16.3,22.6,10.4,0.0,1.8849,-1.0,78.5808
K3J7,Atlanta,2022-11-05,20.5,25.7,15.9,2.5365,0.0,224.4,83.0688
K3J7,Atlanta,2022-11-06,24.0,27.4,20.3,5.3768,0.0,-1.0,87.5367
K3J7,Atlanta,2022-11-07,21.8,27.5,17.5,3.7067,0.0,-1.0,84.5544
K3J7,Atlanta,2022-11-08,21.0,26.4,16.6,3.2334,0.0,-1.0,61.96
K3J7,Atlanta,2022-11-09,13.6,20.5,8.5,0.0,4.5465,-1.0,46.33
K3J7,Atlanta,2022-11-10,14.6,15.6,13.5,0.0,3.7534,706.0,72.7283
K3J7,Atlanta,2022-11-11,17.7,19.9,15.8,0.0,0.3234,3726.0,94.3074
K3J7,Atlanta,2022-11-12,18.5,21.5,15.2,0.1717,0.0,-1.0,90.67
K3J7,Atlanta,2022-11-13,7.9,14.9,0.7,0.0,10.6399,-1.0,67.95
K3J7,Atlanta,2022-11-14,6.7,12.8,0.5,0.0,12.1849,-1.0,73.3669
K3J7,Atlanta,2022-11-15,7.3,7.6,5.5,0.0,11.1034,1198.8,82.0292
K3J7,Atlanta,2022-11-16,8.1,12.5,5.4,0.0,10.1249,-1.0,82.77
K3J7,Atlanta,2022-11-17,4.7,10.3,-0.1,0.0,13.9965,-1.0,59.5881
K3J7,Atlanta,2022-11-18,4.5,12.0,-2.0,0.0,13.9965,-1.0,56.2689
K3J7,Atlanta,2022-11-19,6.9,12.5,0.5,0.0,12.3032,-1.0,59.04
K3J7,Atlanta,2022-11-20,5.0,7.7,3.1,0.0,12.3168,-1.0,50.5627
K3J7,Atlanta,2022-11-21,6.3,12.6,-1.4,0.0,12.8232,-1.0,58.0176
K3J7,Atlanta,2022-11-22,9.9,14.8,4.5,0.0,8.4966,-1.0,53.2434
K3J7,Atlanta,2022-11-23,12.2,20.5,4.6,0.0,5.7717,-1.0,53.757
K3J7,Atlanta,2022-11-24,12.4,14.8,10.2,0.0,5.7717,-1.0,53.0442
K3J7,Atlanta,2022-11-25,12.0,14.5,9.5,0.0,6.1401,7110.0,95.7385
K3J7,Atlanta,2022-11-26,12.6,18.1,8.5,0.0,5.5432,-1.0,73.6715
K3J7,Atlanta,2022-11-27,17.0,21.2,12.1,0.0,1.9215,4455.0,70.1862
K3J7,Atlanta,2022-11-28,12.5,18.3,7.5,0.0,5.5432,-1.0,64.4177
K3J7,Atlanta,2022-11-29,12.1,20.2,5.5,0.0,5.83,-1.0,74.2733
K3J7,Atlanta,2022-11-30,15.6,20.2,10.9,0.0,2.8017,5646.0,83.2442
K3J7,Atlanta,2022-12-01,6.7,12.9,0.4,0.0,12.0666,-1.0,50.7213
K3J7,Atlanta,2022-12-02,8.9,16.4,1.4,0.0,9.7317,-1.0,66.0436
K3J7,Atlanta,2022-12-03,12.5,15.7,8.3,0.0,6.5832,-1.0,81.9941
K3J7,Atlanta,2022-12-04,11.6,16.4,7.5,0.0,6.2034,-1.0,91.66
K3J7,Atlanta,2022-12-05,8.8,11.4,6.7,0.0,9.4233,1978.2,91.8039
K3J7,Atlanta,2022-12-06,9.0,9.9,7.5,0.0,9.7032,2007.0,96.1968
K3J7,Atlanta,2022-12-07,15.9,22.0,10.5,0.0,2.3533,-1.0,92.2373
K3J7,Atlanta,2022-12-08,19.6,22.9,15.9,1.1583,0.0,2143.9,86.1748
K3J7,Atlanta,2022-12-09,15.3,19.0,11.8,0.0,2.9432,533.7,91.3449
K3J7,Atlanta,2022-12-10,10.6,12.3,10.4,0.0,7.1834,7.7,96.3035
K3J7,Atlanta,2022-12-11,9.8,10.0,9.0,0.0,8.5651,1028.0,94.7133
K3J7,Atlanta,2022-12-12,11.3,12.1,9.9,0.0,7.33,132.0,100.0
K3J7,Atlanta,2022-12-13,8.5,11.1,4.9,0.0,10.5366,-1.0,88.026
K3J7,Atlanta,2022-12-14,7.3,7.9,5.9,0.0,10.9901,327.6,86.7672
K3J7,Atlanta,2022-12-15,11.2,17.5,6.2,0.0,6.4885,2548.0,84.8092
K3J7,Atlanta,2022-12-16,7.1,11.9,1.6,0.0,11.7832,-1.0,62.4583
K3J7,Atlanta,2022-12-17,7.3,9.3,4.7,0.0,10.8768,27.5,63.1596
K3J7,Atlanta,2022-12-18,4.3,9.5,-0.4,0.0,13.9683,-1.0,61.0674
K3J7,Atlanta,2022-12-19,4.3,10.9,-1.7,0.0,13.6917,-1.0,59.02
K3J7,Atlanta,2022-12-20,4.4,5.8,3.1,0.0,13.83,505.8,79.9425
K3J7,Atlanta,2022-12-21,5.5,7.6,1.5,0.0,13.5966,204.6,83.9358
K3J7,Atlanta,2022-12-22,4.4,5.8,3.1,0.0,14.2449,6.3,93.933
K3J7,Atlanta,2022-12-23,1.4,9.6,-6.8,0.0,16.83,-1.0,61.9938
K3J7,Atlanta,2022-12-24,-7.2,-3.3,-11.7,0.0,25.83,-1.0,51.5493
K3J7,Atlanta,2022-12-25,-2.3,3.1,-6.9,0.0,20.1267,-1.0,46.3912
K3J7,Atlanta,2022-12-26,-0.6,7.5,-7.6,0.0,19.5832,-1.0,33.33
K3J7,Atlanta,2022-12-27,4.5,10.0,-1.3,0.0,13.4151,-1.0,57.1131
K3J7,Atlanta,2022-12-28,6.0,12.7,-2.0,0.0,12.83,-1.0,67.064
K3J7,Atlanta,2022-12-29,10.1,19.0,1.5,0.0,7.9866,-1.0,60.3922
K3J7,Atlanta,2022-12-30,14.1,20.5,8.4,0.0,4.2434,-1.0,73.6618
K3J7,Atlanta,2022-12-31,14.9,16.9,13.2,0.0,3.4299,430.2,96.9436
K3J7,Atlanta,2023-01-01,14.5,16.4,12.4,0.0,4.4166,-1.0,96.7277
K3J7,Atlanta,2023-01-02,13.1,19.7,6.5,0.0,5.0715,-1.0,94.4407
K3J7,Atlanta,2023-01-03,15.6,17.5,13.0,0.0,2.8017,572.0,94.14
K3J7,Atlanta,2023-01-04,18.4,19.8,16.1,0.0,0.3267,3706.0,94.839
K3J7,Atlanta,2023-01-05,11.5,17.8,4.9,0.0,7.1715,-1.0,63.3374
K3J7,Atlanta,2023-01-06,8.4,14.5,2.5,0.0,9.5351,-1.0,56.2586
K3J7,Atlanta,2023-01-07,9.4,17.3,0.6,0.0,9.6099,-1.0,53.3414
K3J7,Atlanta,2023-01-08,12.0,16.8,5.5,0.0,7.1032,69.0,65.6316
K3J7,Atlanta,2023-01-09,9.2,13.5,5.3,0.0,9.2715,195.3,76.75
K3J7,Atlanta,2023-01-10,8.4,16.1,-0.1,0.0,9.9168,-1.0,67.2404
K3J7,Atlanta,2023-01-11,9.5,18.4,2.4,0.0,8.33,-1.0,68.6169
K3J7,Atlanta,2023-01-12,16.0,19.6,12.6,0.0,1.8849,1299.6,87.2406
K3J7,Atlanta,2023-01-13,8.0,12.7,3.5,0.0,10.3215,292.0,77.8158
K3J7,Atlanta,2023-01-14,3.4,7.5,-0.2,0.0,14.83,-1.0,61.74
K3J7,Atlanta,2023-01-15,4.7,11.7,-2.9,0.0,14.1066,-1.0,52.3314
K3J7,Atlanta,2023-01-16,7.3,14.5,-0.6,0.0,11.5566,-1.0,46.5891
K3J7,Atlanta,2023-01-17,10.3,14.4,7.5,0.0,7.9866,50.0,65.9732
K3J7,Atlanta,2023-01-18,14.1,17.2,12.0,0.0,3.7151,-1.0,95.79
K3J7,Atlanta,2023-01-19,18.4,21.6,14.0,0.0,0.3432,10.8,80.586
K3J7,Atlanta,2023-01-20,11.7,17.4,7.0,0.0,6.1401,-1.0,46.2367
K3J7,Atlanta,2023-01-21,6.9,10.0,3.1,0.0,11.4751,382.0,62.7109
K3J7,Atlanta,2023-01-22,4.7,5.6,3.1,0.0,13.5534,16335.0,92.2896
K3J7,Atlanta,2023-01-23,6.8,10.4,3.9,0.0,11.1034,1827.0,77.616
K3J7,Atlanta,2023-01-24,4.8,11.5,-2.9,0.0,13.2768,-1.0,72.6852
K3J7,Atlanta,2023-01-25,11.2,17.4,6.1,0.0,6.5568,1639.0,81.1832
K3J7,Atlanta,2023-01-26,8.7,15.1,2.3,0.0,10.0266,-1.0,69.4212
K3J7,Atlanta,2023-01-27,4.8,10.5,0.3,0.0,13.8632,-1.0,63.83
K3J7,Atlanta,2023-01-28,6.0,13.0,-2.1,0.0,12.4451,-1.0,63.2008
K3J7,Atlanta,2023-01-29,6.4,9.5,1.6,0.0,12.6999,-1.0,67.78
K3J7,Atlanta,2023-01-30,10.5,14.3,7.9,0.0,7.33,2523.4,93.654
K3J7,Atlanta,2023-01-31,14.9,19.4,10.9,0.0,3.2301,-1.0,93.9114
K3J7,Atlanta,2023-02-01,15.7,17.6,13.2,0.0,2.9432,-1.0,84.084
K3J7,Atlanta,2023-02-02,11.6,15.1,7.7,0.0,6.4885,16.0,90.6246
K3J7,Atlanta,2023-02-03,8.1,12.0,4.7,0.0,9.4368,867.6,67.4926
K3J7,Atlanta,2023-02-04,4.6,9.7,-0.9,0.0,14.5215,-1.0,49.99
K3J7,Atlanta,2023-02-05,8.6,15.5,1.9,0.0,9.7965,-1.0,61.9839
K3J7,Atlanta,2023-02-06,11.1,18.0,4.5,0.0,7.2567,-1.0,59.1215
K3J7,Atlanta,2023-02-07,12.6,18.1,6.6,0.0,5.5968,-1.0,49.7556
K3J7,Atlanta,2023-02-08,14.8,23.0,6.9,0.0,3.33,-1.0,59.192
K3J7,Atlanta,2023-02-09,16.1,19.9,12.0,0.0,2.3067,6.6,75.09
K3J7,Atlanta,2023-02-10,13.7,16.7,9.5,0.0,4.83,107.0,86.2136
K3J7,Atlanta,2023-02-11,9.2,12.2,6.3,0.0,8.8635,6322.0,71.3538
K3J7,Atlanta,2023-02-12,5.8,8.5,4.0,0.0,12.2067,2299.0,92.4264
K3J7,Atlanta,2023-02-13,10.4,18.6,2.3,0.0,7.4385,-1.0,56.1242
K3J7,Atlanta,2023-02-14,10.6,20.2,1.1,0.0,7.7517,-1.0,42.4763
K3J7,Atlanta,2023-02-15,13.9,21.1,7.1,0.0,4.2867,-1.0,54.0484
K3J7,Atlanta,2023-02-16,16.2,22.7,9.5,0.0,1.7751,-1.0,80.9889
K3J7,Atlanta,2023-02-17,12.5,20.1,5.4,0.0,6.0049,196.0,74.47
K3J7,Atlanta,2023-02-18,5.2,12.5,-1.9,0.0,12.83,-1.0,57.915
K3J7,Atlanta,2023-02-19,9.4,16.8,1.0,0.0,9.2367,-1.0,62.832
K3J7,Atlanta,2023-02-20,15.4,22.8,6.9,0.0,3.1968,-1.0,56.9976
K3J7,Atlanta,2023-02-21,18.3,20.9,15.4,0.0,0.3432,85.8,72.3426
K3J7,Atlanta,2023-02-22,20.5,25.6,15.5,2.1266,0.0,202.0,79.1761
K3J7,Atlanta,2023-02-23,21.8,26.4,18.5,3.6333,0.0,-1.0,75.2209
K3J7,Atlanta,2023-02-24,21.9,25.1,18.4,3.2651,0.0,387.2,79.43
K3J7,Atlanta,2023-02-25,16.1,20.8,11.4,0.0,2.3533,179.3,96.1814
K3J7,Atlanta,2023-02-26,18.8,24.5,13.2,0.1666,0.0,-1.0,82.62
K3J7,Atlanta,2023-02-27,16.7,21.7,12.3,0.0,1.3965,-1.0,84.2418
K3J7,Atlanta,2023-02-28,20.5,26.2,14.5,2.2568,0.0,-1.0,49.6213
K3J7,Atlanta,2023-03-01,18.8,26.4,11.1,0.17,0.0,-1.0,59.3028
K3J7,Atlanta,2023-03-02,18.9,21.3,17.0,0.67,0.0,183.0,84.4968
K3J7,Atlanta,2023-03-03,20.5,24.6,15.1,1.6366,0.0,107.0,84.21
K3J7,Atlanta,2023-03-04,17.0,22.7,11.4,0.0,1.2901,-1.0,58.6103
K3J7,Atlanta,2023-03-05,14.0,21.8,7.3,0.0,3.9066,-1.0,50.388
K3J7,Atlanta,2023-03-06,16.0,23.6,7.9,0.0,2.2368,-1.0,60.14
K3J7,Atlanta,2023-03-07,20.0,27.4,13.3,1.6199,0.0,-1.0,51.5382
K3J7,Atlanta,2023-03-08,13.5,20.9,7.2,0.0,4.3733,-1.0,29.1291
K3J7,Atlanta,2023-03-09,12.6,17.0,9.4,0.0,5.1701,287.1,44.7876
K3J7,Atlanta,2023-03-10,13.1,17.8,8.8,0.0,4.6851,1907.0,84.609
K3J7,Atlanta,2023-03-11,10.3,17.2,3.3,0.0,8.6632,-1.0,51.37
K3J7,Atlanta,2023-03-12,9.8,13.4,5.5,0.0,8.4768,2359.5,79.002
K3J7,Atlanta,2023-03-13,10.8,15.2,5.9,0.0,7.9866,-1.0,76.659
K3J7,Atlanta,2023-03-14,5.8,12.3,-1.1,0.0,12.7017,-1.0,51.6558
K3J7,Atlanta,2023-03-15,6.2,15.1,-2.2,0.0,11.3568,-1.0,45.955
K3J7,Atlanta,2023-03-16,9.9,20.0,0.3,0.0,8.7465,-1.0,44.1932
K3J7,Atlanta,2023-03-17,11.7,15.6,6.8,0.0,6.83,1855.7,63.3962
K3J7,Atlanta,2023-03-18,8.0,14.7,2.1,0.0,9.6334,503.8,67.5488
K3J7,Atlanta,2023-03-19,4.9,9.8,0.2,0.0,13.7299,-1.0,42.29
K3J7,Atlanta,2023-03-20,4.9,11.5,-3.4,0.0,13.83,-1.0,45.0157
K3J7,Atlanta,2023-03-21,9.0,15.5,1.5,0.0,9.4368,-1.0,40.1016
K3J7,Atlanta,2023-03-22,13.7,20.8,6.6,0.0,4.2001,1.1,56.43
K3J7,Atlanta,2023-03-23,18.4,26.0,10.5,0.1666,0.0,-1.0,69.2961
K3J7,Atlanta,2023-03-24,20.3,27.5,13.4,2.1917,0.0,-1.0,59.5
K3J7,Atlanta,2023-03-25,19.8,26.4,13.2,1.1232,0.0,196.0,64.9803
K3J7,Atlanta,2023-03-26,19.3,22.3,16.9,1.2168,0.0,4274.0,87.7239
K3J7,Atlanta,2023-03-27,19.4,22.9,16.1,1.1232,0.0,6095.0,91.5654
K3J7,Atlanta,2023-03-28,16.4,21.6,9.5,0.0,2.2135,-1.0,71.7606
K3J7,Atlanta,2023-03-29,12.3,19.1,4.5,0.0,6.5832,-1.0,49.0759
K3J7,Atlanta,2023-03-30,12.2,21.6,2.5,0.0,5.5968,-1.0,52.4579
K3J7,Atlanta,2023-03-31,16.5,25.4,8.7,0.0,1.2768,-1.0,62.9536
K3J7,Atlanta,2023-04-01,19.8,25.6,12.8,1.2168,0.0,738.0,64.8694
K3J7,Atlanta,2023-04-02,15.9,23.2,8.0,0.0,2.7734,-1.0,34.425
K3J7,Atlanta,2023-04-03,13.3,18.0,8.7,0.0,5.0715,381.6,63.5766
K3J7,Atlanta,2023-04-04,17.8,22.8,12.9,0.0,0.3399,-1.0,86.6598
K3J7,Atlanta,2023-04-05,23.8,29.7,16.9,5.2217,0.0,-1.0,74.5514
K3J7,Atlanta,2023-04-06,22.5,27.0,18.0,4.2117,0.0,93.0,71.2701
K3J7,Atlanta,2023-04-07,18.0,25.3,11.1,0.0,0.33,49.0,88.0013
K3J7,Atlanta,2023-04-08,8.2,11.3,5.8,0.0,10.3215,2037.0,94.248
K3J7,Atlanta,2023-04-09,11.8,18.0,5.2,0.0,6.8983,-1.0,66.7845
K3J7,Atlanta,2023-04-10,10.1,18.0,3.1,0.0,7.5168,-1.0,50.5876
K3J7,Atlanta,2023-04-11,13.0,22.3,2.5,0.0,6.0049,-1.0,45.4904
K3J7,Atlanta,2023-04-12,13.7,24.9,2.6,0.0,4.3733,-1.0,42.2241
K3J7,Atlanta,2023-04-13,18.2,21.4,15.0,0.0,0.3465,557.1,66.4244
K3J7,Atlanta,2023-04-14,18.1,21.6,13.5,0.0,0.3432,290.0,93.0399
K3J7,Atlanta,2023-04-15,19.4,26.2,12.1,0.6499,0.0,-1.0,73.5179
K3J7,Atlanta,2023-04-16,19.6,24.1,15.7,1.6199,0.0,1251.9,78.4342
K3J7,Atlanta,2023-04-17,14.0,21.2,7.4,0.0,4.1568,-1.0,47.2428
K3J7,Atlanta,2023-04-18,16.2,25.4,8.4,0.0,1.7385,-1.0,33.4853
K3J7,Atlanta,2023-04-19,18.9,27.4,10.3,0.1717,0.0,-1.0,46.64
